id,name,generation,height,weight,hp,attack,defense,special-attack,special-defense,speed,total,url_sprite,url_shadow_sprite
436,Bronzor,generation-iv,5,605,57,24,86,24,86,23,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/436.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/436.png?raw=true
437,Bronzong,generation-iv,13,1870,67,89,116,79,116,33,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/437.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/437.png?raw=true
438,Bonsly,generation-iv,5,150,50,80,95,10,45,10,290,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/438.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/438.png?raw=true
439,Mime-Jr,generation-iv,6,130,20,25,45,70,90,60,310,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/439.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/439.png?raw=true
440,Happiny,generation-iv,6,244,100,5,5,15,65,30,220,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/440.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/440.png?raw=true
441,Chatot,generation-iv,5,19,76,65,45,92,42,91,411,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/441.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/441.png?raw=true
442,Spiritomb,generation-iv,10,1080,50,92,108,92,108,35,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/442.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/442.png?raw=true
443,Gible,generation-iv,7,205,58,70,45,40,45,42,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/443.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/443.png?raw=true
444,Gabite,generation-iv,14,560,68,90,65,50,55,82,410,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/444.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/444.png?raw=true
445,Garchomp,generation-iv,19,950,108,130,95,80,85,102,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/445.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/445.png?raw=true
446,Munchlax,generation-iv,6,1050,135,85,40,40,85,5,390,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/446.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/446.png?raw=true
447,Riolu,generation-iv,7,202,40,70,40,35,40,60,285,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/447.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/447.png?raw=true
448,Lucario,generation-iv,12,540,70,110,70,115,70,90,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/448.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/448.png?raw=true
449,Hippopotas,generation-iv,8,495,68,72,78,38,42,32,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/449.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/449.png?raw=true
450,Hippowdon,generation-iv,20,3000,108,112,118,68,72,47,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/450.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/450.png?raw=true
451,Skorupi,generation-iv,8,120,40,50,90,30,55,65,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/451.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/451.png?raw=true
452,Drapion,generation-iv,13,615,70,90,110,60,75,95,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/452.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/452.png?raw=true
453,Croagunk,generation-iv,7,230,48,61,40,61,40,50,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/453.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/453.png?raw=true
454,Toxicroak,generation-iv,13,444,83,106,65,86,65,85,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/454.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/454.png?raw=true
455,Carnivine,generation-iv,14,270,74,100,72,90,72,46,454,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/455.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/455.png?raw=true
456,Finneon,generation-iv,4,70,49,49,56,49,61,66,330,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/456.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/456.png?raw=true
457,Lumineon,generation-iv,12,240,69,69,76,69,86,91,460,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/457.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/457.png?raw=true
458,Mantyke,generation-iv,10,650,45,20,50,60,120,50,345,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/458.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/458.png?raw=true
459,Snover,generation-iv,10,505,60,62,50,62,60,40,334,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/459.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/459.png?raw=true
460,Abomasnow,generation-iv,22,1355,90,92,75,92,85,60,494,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/460.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/460.png?raw=true
461,Weavile,generation-iv,11,340,70,120,65,45,85,125,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/461.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/461.png?raw=true
462,Magnezone,generation-iv,12,1800,70,70,115,130,90,60,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/462.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/462.png?raw=true
463,Lickilicky,generation-iv,17,1400,110,85,95,80,95,50,515,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/463.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/463.png?raw=true
464,Rhyperior,generation-iv,24,2828,115,140,130,55,55,40,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/464.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/464.png?raw=true
465,Tangrowth,generation-iv,20,1286,100,100,125,110,50,50,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/465.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/465.png?raw=true
466,Electivire,generation-iv,18,1386,75,123,67,95,85,95,540,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/466.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/466.png?raw=true
467,Magmortar,generation-iv,16,680,75,95,67,125,95,83,540,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/467.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/467.png?raw=true
468,Togekiss,generation-iv,15,380,85,50,95,120,115,80,545,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/468.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/468.png?raw=true
469,Yanmega,generation-iv,19,515,86,76,86,116,56,95,515,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/469.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/469.png?raw=true
470,Leafeon,generation-iv,10,255,65,110,130,60,65,95,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/470.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/470.png?raw=true
471,Glaceon,generation-iv,8,259,65,60,110,130,95,65,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/471.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/471.png?raw=true
472,Gliscor,generation-iv,20,425,75,95,125,45,75,95,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/472.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/472.png?raw=true
473,Mamoswine,generation-iv,25,2910,110,130,80,70,60,80,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/473.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/473.png?raw=true
474,Porygon-Z,generation-iv,9,340,85,80,70,135,75,90,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/474.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/474.png?raw=true
475,Gallade,generation-iv,16,520,68,125,65,65,115,80,518,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/475.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/475.png?raw=true
476,Probopass,generation-iv,14,3400,60,55,145,75,150,40,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/476.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/476.png?raw=true
477,Dusknoir,generation-iv,22,1066,45,100,135,65,135,45,525,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/477.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/477.png?raw=true
478,Froslass,generation-iv,13,266,70,80,70,80,70,110,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/478.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/478.png?raw=true
479,Rotom,generation-iv,3,3,50,50,77,95,77,91,440,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/479.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/479.png?raw=true
480,Uxie,generation-iv,3,3,75,75,130,75,130,95,580,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/480.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/480.png?raw=true
481,Mesprit,generation-iv,3,3,80,105,105,105,105,80,580,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/481.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/481.png?raw=true
482,Azelf,generation-iv,3,3,75,125,70,125,70,115,580,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/482.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/482.png?raw=true
483,Dialga,generation-iv,54,6830,100,120,120,150,100,90,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/483.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/483.png?raw=true
484,Palkia,generation-iv,42,3360,90,120,100,150,120,100,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/484.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/484.png?raw=true
485,Heatran,generation-iv,17,4300,91,90,106,130,106,77,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/485.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/485.png?raw=true
486,Regigigas,generation-iv,37,4200,110,160,110,80,110,100,670,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/486.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/486.png?raw=true
487,Giratina-Altered,generation-iv,45,7500,150,100,120,100,120,90,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/487.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/487.png?raw=true
488,Cresselia,generation-iv,15,856,120,70,110,75,120,85,580,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/488.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/488.png?raw=true
489,Phione,generation-iv,4,31,80,80,80,80,80,80,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/489.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/489.png?raw=true
490,Manaphy,generation-iv,3,14,100,100,100,100,100,100,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/490.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/490.png?raw=true
491,Darkrai,generation-iv,15,505,70,90,90,135,90,125,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/491.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/491.png?raw=true
492,Shaymin-Land,generation-iv,2,21,100,100,100,100,100,100,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/492.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/492.png?raw=true
493,Arceus,generation-iv,32,3200,120,120,120,120,120,120,720,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_IV/493.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_IV/493.png?raw=true
494,Victini,generation-v,4,40,100,100,100,100,100,100,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/494.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/494.png?raw=true
495,Snivy,generation-v,6,81,45,45,55,45,55,63,308,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/495.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/495.png?raw=true
496,Servine,generation-v,8,160,60,60,75,60,75,83,413,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/496.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/496.png?raw=true
497,Serperior,generation-v,33,630,75,75,95,75,95,113,528,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/497.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/497.png?raw=true
498,Tepig,generation-v,5,99,65,63,45,45,45,45,308,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/498.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/498.png?raw=true
499,Pignite,generation-v,10,555,90,93,55,70,55,55,418,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/499.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/499.png?raw=true
500,Emboar,generation-v,16,1500,110,123,65,100,65,65,528,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/500.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/500.png?raw=true
501,Oshawott,generation-v,5,59,55,55,45,63,45,45,308,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/501.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/501.png?raw=true
502,Dewott,generation-v,8,245,75,75,60,83,60,60,413,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/502.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/502.png?raw=true
503,Samurott,generation-v,15,946,95,100,85,108,70,70,528,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/503.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/503.png?raw=true
504,Patrat,generation-v,5,116,45,55,39,35,39,42,255,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/504.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/504.png?raw=true
505,Watchog,generation-v,11,270,60,85,69,60,69,77,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/505.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/505.png?raw=true
506,Lillipup,generation-v,4,41,45,60,45,25,45,55,275,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/506.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/506.png?raw=true
507,Herdier,generation-v,9,147,65,80,65,35,65,60,370,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/507.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/507.png?raw=true
508,Stoutland,generation-v,12,610,85,110,90,45,90,80,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/508.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/508.png?raw=true
509,Purrloin,generation-v,4,101,41,50,37,50,37,66,281,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/509.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/509.png?raw=true
510,Liepard,generation-v,11,375,64,88,50,88,50,106,446,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/510.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/510.png?raw=true
511,Pansage,generation-v,6,105,50,53,48,53,48,64,316,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/511.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/511.png?raw=true
512,Simisage,generation-v,11,305,75,98,63,98,63,101,498,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/512.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/512.png?raw=true
513,Pansear,generation-v,6,110,50,53,48,53,48,64,316,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/513.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/513.png?raw=true
514,Simisear,generation-v,10,280,75,98,63,98,63,101,498,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/514.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/514.png?raw=true
515,Panpour,generation-v,6,135,50,53,48,53,48,64,316,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/515.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/515.png?raw=true
516,Simipour,generation-v,10,290,75,98,63,98,63,101,498,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/516.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/516.png?raw=true
517,Munna,generation-v,6,233,76,25,45,67,55,24,292,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/517.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/517.png?raw=true
518,Musharna,generation-v,11,605,116,55,85,107,95,29,487,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/518.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/518.png?raw=true
519,Pidove,generation-v,3,21,50,55,50,36,30,43,264,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/519.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/519.png?raw=true
520,Tranquill,generation-v,6,150,62,77,62,50,42,65,358,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/520.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/520.png?raw=true
521,Unfezant,generation-v,12,290,80,115,80,65,55,93,488,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/521.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/521.png?raw=true
522,Blitzle,generation-v,8,298,45,60,32,50,32,76,295,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/522.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/522.png?raw=true
523,Zebstrika,generation-v,16,795,75,100,63,80,63,116,497,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/523.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/523.png?raw=true
524,Roggenrola,generation-v,4,180,55,75,85,25,25,15,280,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/524.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/524.png?raw=true
525,Boldore,generation-v,9,1020,70,105,105,50,40,20,390,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/525.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/525.png?raw=true
526,Gigalith,generation-v,17,2600,85,135,130,60,80,25,515,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/526.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/526.png?raw=true
527,Woobat,generation-v,4,21,65,45,43,55,43,72,323,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/527.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/527.png?raw=true
528,Swoobat,generation-v,9,105,67,57,55,77,55,114,425,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/528.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/528.png?raw=true
529,Drilbur,generation-v,3,85,60,85,40,30,45,68,328,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/529.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/529.png?raw=true
530,Excadrill,generation-v,7,404,110,135,60,50,65,88,508,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/530.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/530.png?raw=true
531,Audino,generation-v,11,310,103,60,86,60,86,50,445,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/531.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/531.png?raw=true
532,Timburr,generation-v,6,125,75,80,55,25,35,35,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/532.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/532.png?raw=true
533,Gurdurr,generation-v,12,400,85,105,85,40,50,40,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/533.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/533.png?raw=true
534,Conkeldurr,generation-v,14,870,105,140,95,55,65,45,505,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/534.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/534.png?raw=true
535,Tympole,generation-v,5,45,50,50,40,50,40,64,294,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/535.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/535.png?raw=true
536,Palpitoad,generation-v,8,170,75,65,55,65,55,69,384,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/536.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/536.png?raw=true
537,Seismitoad,generation-v,15,620,105,95,75,85,75,74,509,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/537.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/537.png?raw=true
538,Throh,generation-v,13,555,120,100,85,30,85,45,465,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/538.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/538.png?raw=true
539,Sawk,generation-v,14,510,75,125,75,30,75,85,465,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/539.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/539.png?raw=true
540,Sewaddle,generation-v,3,25,45,53,70,40,60,42,310,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/540.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/540.png?raw=true
541,Swadloon,generation-v,5,73,55,63,90,50,80,42,380,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/541.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/541.png?raw=true
542,Leavanny,generation-v,12,205,75,103,80,70,80,92,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/542.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/542.png?raw=true
543,Venipede,generation-v,4,53,30,45,59,30,39,57,260,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_V/543.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_V/543.png?raw=true
